KO_ID,NAZIV
2465,VAREJE
2466,MISLIČE
2467,VATOVLJE
2468,KOZJANE
2469,DOLENJA PLANINA
2470,GORENJA PLANINA
2471,KAČJA VAS
2472,STRMICA
2473,STUDENO
2474,BUKOVJE
2475,ŠMIHEL POD NANOSOM
2476,LANDOL
2477,ZAGON
2478,HRAŠČE
2479,STUDENEC
2480,HRENOVICE
2481,VELIKA BRDA
2528,KOSEZE
2529,ZAREČICA
2530,DOBROPOLJE
2531,ZAREČJE
2532,BRCE
2533,ZAJELŠJE
2534,TOMINJE
2535,HARIJE
2536,SABONJE
2537,PAVLICA
2538,STUDENA GORA
2539,VELIKA BUKOVICA
2540,MALA BUKOVICA
2541,DOLNJI ZEMON
2542,GORNJI ZEMON
2543,JABLANICA
2544,TRPČANE
2545,PODGRAJE
2546,ZABIČE
2547,SUŠAK
2548,NOVOKRAČINE
2549,JELŠANE
2550,DOLENJE
2551,VELIKO BRDO
2552,STAROD
2553,GROČANA
2554,RODIK
2555,DRAGA
2557,OCIZLA
2558,PREŠNICA
2559,MATERIJA
2560,HRPELJE
2561,BREZOVICA
2562,ARTVIŽE
2563,TATRE
2063,KALIŠE
2064,SELCA
2065,BUKOVŠČICA
2066,DOLENJA VAS
2067,BUKOVICA
2068,ZGORNJA LUŠA
2069,LENART
2070,MARTINJ VRH
2071,ŽELEZNIKI
2072,ZALI LOG
2073,DANJE
2074,SORICA
2075,DAVČA
2076,ZGORNJE JEZERSKO
2077,SPODNJE JEZERSKO
2078,KOKRA
2079,ŠENTURŠKA GORA
2080,ŠTEFANJA GORA
2081,OLŠEVEK
2082,TUPALIČE
2564,RJAVČE
2565,PREGARJE
2566,GABERK
2567,HUJE
2568,MALE LOČE
2569,JAVORJE
2482,STRANE
2483,RAZDRTO
2484,HRUŠEVJE
2485,RAKULIK
2486,OREHEK
2487,RAKITNIK
2488,ZALOG
2489,STARA VAS
2490,POSTOJNA
2491,MATENJA VAS
2492,SLAVINA
2493,VOLČE
2494,KOŠANA
2495,SUHORJE
2083,BREG OB KOKRI
2084,BELA
2085,BABNI VRT
2086,SREDNJA VAS
2087,GOLNIK
2088,GORIČE
2221,SUŽID
2222,SVINO
2223,KOBARID
2224,TRNOVO
2225,DREŽNICA
2226,VRSNO
2227,SMAST
2228,LADRA
2229,IDRSKO
2230,LIVEK
2231,KAMNO
2232,VOLARJE
2233,DOLJE
2234,ZATOLMIN
2496,STARA SUŠICA
2497,NADANJE SELO
2498,NARIN
2499,KAL
2500,SELCE
2501,PETELINJE
2502,RADOHOVA VAS
2503,PARJE
2504,ZAGORJE
2505,JURIŠČE
2506,PALČJE
2507,TRNJE
2508,SNEŽNIK
2509,BAČ
2510,KORITNICE
2511,KNEŽAK
2512,ŠEMBIJE
2513,PODSTENJE
2514,MEREČE
2515,RATEČEVO BRDO
2235,ČADRG
2236,ŽABČE
2237,LJUBINJ
2238,PODMELEC
2239,KNEŽA
2240,RUT
2241,STRŽIŠČE
2242,PODBRDO
2243,OBLOKE
2244,GRAHOVO
2245,PONIKVE
2246,MOST NA SOČI
2247,POLJUBINJ
2248,TOLMIN
2249,VOLČE
2250,MODREJCE
2251,KOZARŠČE
2252,ČIGINJ
2253,RUTE
2254,SELA
2516,KILOVČE
2517,PREM
2518,JANEŽEVO BRDO
2519,OSTROŽNO BRDO
2520,PRELOŽE
2521,ČELJE
2522,SMRJE
2523,TOPOLC
2524,TRNOVO
2525,ILIRSKA BISTRICA
2526,VRBOVO
2527,JASEN
2255,LOM
2256,IDRIJA PRI BAČI
2257,SLAP
2258,PEČINE
2259,ŠENTVIŠKA GORA
2260,PRAPETNO BRDO
2261,GORENJA TREBUŠA
2262,KAL NAD KANALOM
2263,AVČE
2264,DOBLAR
2265,ROČINJ
2266,AJBA
2267,BODREŽ
2268,VRH KANALSKI
2269,KANAL
2270,MORSKO
2271,GORENJA VAS
2272,IDRIJA NAD KANALOM
2273,UKANJE
2274,ANHOVO
2275,PLAVE
2276,DESKLE
2277,MIRNIK
2278,KOŽBANA
2279,KRASNO
2280,VRHOVLJE
2281,ŠMARTNO
2282,VEDRIJAN
2283,VIŠNJEVIK
2284,NEBLO
2285,BILJANA
2286,MEDANA
2287,VIPOLŽE
2288,KOZANA
2289,CEROVO
2290,KOJSKO
2291,PODSABOTIN
2292,ŠMAVER
2293,GRGAR
2294,BATE
2295,BANJŠICE
2296,LOKOVEC
2297,ČEPOVAN
2298,LAZNA
2299,LOKVE
2300,TRNOVO
2301,RAVNICA
2302,KROMBERK
